experiment,user_type,policy,alpha_mix,episode,explained,modality,scope,detail,utility,oracle_utility,regret,curiosity,explanation_cost,feedback_modality,feedback_scope,feedback_detail
1,VisualLearner,BA,0.0,39,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,0,1
1,VisualLearner,BA,0.0,40,1,1,1,0,0.0,0.95,0.0,0.0,1.0,1,0,0
1,VisualLearner,BA,0.0,41,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
1,VisualLearner,BA,0.0,42,1,1,1,0,0.0,0.95,0.0,0.0,1.0,0,1,0
1,VisualLearner,BA,0.0,43,1,1,1,0,0.0,0.95,0.0,0.0,1.0,0,1,0
1,VisualLearner,BA,0.0,44,1,1,1,0,0.0,0.95,0.0,0.0,1.0,0,0,1
1,VisualLearner,BA,0.0,45,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
1,VisualLearner,BA,0.0,46,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
1,VisualLearner,BA,0.0,47,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
1,VisualLearner,BA,0.0,48,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,BA,0.0,49,1,1,1,0,0.0,0.95,0.0,0.0,1.0,1,0,0
1,VisualLearner,BA,0.25,0,1,0,0,0,0.0,0.95,0.72,0.0,1.0,1,0,0
1,VisualLearner,BA,0.25,1,1,0,1,0,-1.0,0.95,0.48,0.0,1.0,0,0,0
1,VisualLearner,BA,0.25,2,1,0,0,0,1.0,0.95,0.72,0.0,1.0,0,1,1
1,VisualLearner,BA,0.25,3,1,1,0,0,1.0,0.95,0.24,0.0,1.0,1,0,1
1,VisualLearner,BA,0.25,4,1,1,1,0,0.0,0.95,0.0,0.0,1.0,0,0,1
1,VisualLearner,BA,0.25,5,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,BA,0.25,6,1,1,1,0,2.0,0.95,0.0,0.0,1.0,1,1,1
1,VisualLearner,BA,0.25,7,1,1,1,0,0.0,0.95,0.0,0.0,1.0,1,0,0
1,VisualLearner,BA,0.25,8,1,1,0,0,0.0,0.95,0.24,0.0,1.0,0,0,1
1,VisualLearner,BA,0.25,9,1,1,1,0,1.0,0.95,0.0,0.0,1.0,0,1,1
1,VisualLearner,BA,0.25,10,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
1,VisualLearner,BA,0.25,11,1,1,1,0,0.0,0.95,0.0,0.0,1.0,1,0,0
1,VisualLearner,BA,0.25,12,1,1,1,0,1.0,0.95,0.0,0.0,1.0,1,1,0
